,No.,weight,temp,type,time_untouched,req_time
745,282,7649,0.4,2,0,3
746,32,7820,0.4,0,0,2
747,23,6451,0.4,1,0,2
748,610,8011,0.45,1,0,0
749,383,5233,0.45,1,0,0
750,107,6979,0.45,1,0,0
751,756,4693,0.45,0,0,0
752,963,1716,0.45,0,0,0
753,436,9501,0.45,0,0,1
754,68,371,0.45,0,0,4
755,239,4261,0.45,0,0,1
756,415,7226,0.45,0,0,0
757,12,9542,0.45,2,0,0
758,357,9667,0.45,1,0,2
759,880,4779,0.45,2,0,2
760,358,6152,0.45000000000000007,2,0,0
761,692,6249,0.45000000000000007,0,0,0
